report_year,agency_code,agency_jurisdiction,agency_state,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1985,NB02802,Omaha,NE,362883,2498,24,214,1669,591,12,688.38,6.61,58.97,459.93,162.86
1986,NB02802,Omaha,NE,332368,2726,30,225,1844,627,12,820.18,9.03,67.7,554.81,188.65
1987,NB02802,Omaha,NE,374934,2536,28,189,1749,570,12,676.39,7.47,50.41,466.48,152.03
1988,NB02802,Omaha,NE,377958,2774,28,216,1820,710,12,733.94,7.41,57.15,481.53,187.85
1989,NB02802,Omaha,NE,355110,2751,23,188,1901,639,12,774.69,6.48,52.94,535.33,179.94
1990,NB02802,Omaha,NE,335795,3140,12,217,2307,604,12,935.09,3.57,64.62,687.03,179.87
1991,NB02802,Omaha,NE,338987,3242,35,207,2366,634,12,956.38,10.32,61.06,697.96,187.03
1992,NB02802,Omaha,NE,341753,2207,11,166,1630,400,8,645.79,3.22,48.57,476.95,117.04
1993,NB02802,Omaha,NE,341499,3899,32,209,2906,752,12,1141.73,9.37,61.2,850.95,220.21
1994,NB02802,Omaha,NE,344975,3930,33,217,2762,918,12,1139.21,9.57,62.9,800.64,266.11
1995,NB02802,Omaha,NE,348089,3585,27,80,2670,808,12,1029.91,7.76,22.98,767.05,232.12
1996,NB02802,Omaha,NE,350607,4742,27,207,3726,782,12,1352.51,7.7,59.04,1062.73,223.04
1997,NB02802,Omaha,NE,351745,4873,31,176,3848,818,12,1385.38,8.81,50.04,1093.97,232.55
1998,NB02802,Omaha,NE,368258,4841,28,173,3692,948,12,1314.57,7.6,46.98,1002.56,257.43
1999,NB02802,Omaha,NE,372364,4613,34,174,3445,960,12,1238.84,9.13,46.73,925.17,257.81
2000,NB02802,Omaha,NE,390007,3164,37,189,2063,875,12,811.27,9.49,48.46,528.96,224.35
2001,NB02802,Omaha,NE,390456,2708,25,157,1658,868,12,693.55,6.4,40.21,424.63,222.3
2002,NB02802,Omaha,NE,394090,2829,26,173,1632,998,12,717.86,6.6,43.9,414.12,253.24
2003,NB02802,Omaha,NE,401692,2627,35,179,1517,896,12,653.98,8.71,44.56,377.65,223.06
2004,NB02802,Omaha,NE,406109,2608,20,187,1577,824,12,642.19,4.92,46.05,388.32,202.9
2005,NB02802,Omaha,NE,412128,2327,31,199,1415,682,12,564.63,7.52,48.29,343.34,165.48
2006,NB02802,Omaha,NE,416770,2505,33,187,1437,848,12,601.05,7.92,44.87,344.79,203.47
2007,NB02802,Omaha,NE,431810,2578,42,189,1529,818,12,597.02,9.73,43.77,354.09,189.44
2008,NB02802,Omaha,NE,437238,2648,44,180,1475,949,12,605.62,10.06,41.17,337.34,217.04
2009,NB02802,Omaha,NE,443037,2363,30,192,1249,892,12,533.36,6.77,43.34,281.92,201.34
2010,NB02802,Omaha,NE,408958,2274,34,205,1312,723,12,556.05,8.31,50.13,320.82,176.79
2011,NB02802,Omaha,NE,412608,2309,43,220,1350,696,12,559.61,10.42,53.32,327.19,168.68
2012,NB02802,Omaha,NE,417970,2485,41,187,1442,815,12,594.54,9.81,44.74,345,194.99
2013,NB02802,Omaha,NE,425076,2449,42,184,1505,718,12,576.13,9.88,43.29,354.05,168.91
2014,NB02802,Omaha,NE,438465,2458,32,180,1523,723,12,560.59,7.3,41.05,347.35,164.89
2015,NB02802,Omaha,NE,452252,2329,48,174,1452,655,,514.98,10.61,38.47,321.06,144.83
1975,PAPEP00,Philadelphia,PA,1883253,16332,435,716,4776,10405,12,867.22,23.1,38.02,253.6,552.5
1976,PAPEP00,Philadelphia,PA,1916665,13113,338,764,4225,7786,12,684.16,17.63,39.86,220.43,406.23
1977,PAPEP00,Philadelphia,PA,1897706,12047,323,771,3954,6999,12,634.82,17.02,40.63,208.36,368.81
1978,PAPEP00,Philadelphia,PA,1885533,12369,352,724,4224,7069,12,655.99,18.67,38.4,224.02,374.91
1979,PAPEP00,Philadelphia,PA,1757368,14537,385,838,4476,8838,12,827.2,21.91,47.68,254.7,502.91
1980,PAPEP00,Philadelphia,PA,1681175,17299,436,937,5043,10883,12,1028.98,25.93,55.73,299.97,647.34
1981,PAPEP00,Philadelphia,PA,1686834,17616,362,936,5502,10816,12,1044.32,21.46,55.49,326.17,641.2
1982,PAPEP00,Philadelphia,PA,1687556,17511,332,839,5736,10604,12,1037.65,19.67,49.72,339.9,628.36
1983,PAPEP00,Philadelphia,PA,1692364,16973,311,822,5096,10744,12,1002.92,18.38,48.57,301.12,634.85
1984,PAPEP00,Philadelphia,PA,1667545,15599,263,937,5034,9365,12,935.45,15.77,56.19,301.88,561.6
1985,PAPEP00,Philadelphia,PA,1640102,16209,273,1021,5534,9381,12,988.29,16.65,62.25,337.42,571.98
1986,PAPEP00,Philadelphia,PA,1645144,17207,343,1086,6131,9647,12,1045.93,20.85,66.01,372.67,586.39
1987,PAPEP00,Philadelphia,PA,1649364,17398,338,1102,6656,9302,12,1054.83,20.49,66.81,403.55,563.97
1988,PAPEP00,Philadelphia,PA,1657285,17082,374,912,6938,8858,12,1030.72,22.57,55.03,418.64,534.49
1989,PAPEP00,Philadelphia,PA,1652188,18054,475,784,6562,10233,12,1092.73,28.75,47.45,397.17,619.36
1990,PAPEP00,Philadelphia,PA,1585577,21387,503,734,7344,12806,12,1348.85,31.72,46.29,463.18,807.66
1991,PAPEP00,Philadelphia,PA,1596699,22451,440,904,7186,13921,12,1406.09,27.56,56.62,450.05,871.86
1992,PAPEP00,Philadelphia,PA,1603638,19103,425,817,6180,11681,12,1191.23,26.5,50.95,385.37,728.41
1993,PAPEP00,Philadelphia,PA,1559534,19576,439,785,6821,11531,12,1255.25,28.15,50.34,437.37,739.39
1994,PAPEP00,Philadelphia,PA,1560576,20638,404,721,6807,12706,12,1322.46,25.89,46.2,436.19,814.19
1995,PAPEP00,Philadelphia,PA,1529848,21860,432,773,7043,13612,12,1428.9,28.24,50.53,460.37,889.76
1996,PAPEP00,Philadelphia,PA,1528403,20190,420,644,5938,13188,12,1320.99,27.48,42.14,388.51,862.86
1997,PAPEP00,Philadelphia,PA,1524409,19204,418,650,6198,11938,12,1259.77,27.42,42.64,406.58,783.12
1998,PAPEP00,Philadelphia,PA,1449419,21226,338,752,8701,11435,12,1464.45,23.32,51.88,600.31,788.94
1999,PAPEP00,Philadelphia,PA,1435382,23031,292,934,10701,11104,12,1604.52,20.34,65.07,745.52,773.59
2000,PAPEP00,Philadelphia,PA,1517550,22812,319,1021,11047,10425,12,1503.21,21.02,67.28,727.95,686.96
2001,PAPEP00,Philadelphia,PA,1518302,21404,309,1014,10477,9604,12,1409.73,20.35,66.79,690.05,632.55
2002,PAPEP00,Philadelphia,PA,1524226,20057,288,1035,9865,8869,12,1315.88,18.89,67.9,647.21,581.87
2003,PAPEP00,Philadelphia,PA,1495903,20620,348,1004,9651,9617,12,1378.43,23.26,67.12,645.16,642.89
2004,PAPEP00,Philadelphia,PA,1484224,20902,330,1001,9814,9757,12,1408.28,22.23,67.44,661.22,657.38
2005,PAPEP00,Philadelphia,PA,1472915,21609,377,1024,10139,10069,12,1467.09,25.6,69.52,688.36,683.61
2006,PAPEP00,Philadelphia,PA,1464576,22884,407,960,10546,10971,12,1562.5,27.79,65.55,720.07,749.09
2007,PAPEP00,Philadelphia,PA,1435533,21180,392,956,9574,10258,12,1475.41,27.31,66.6,666.93,714.58
2008,PAPEP00,Philadelphia,PA,1441117,20771,331,1038,9784,9618,12,1441.31,22.97,72.03,678.92,667.4
2009,PAPEP00,Philadelphia,PA,1547605,19163,302,896,8928,9037,12,1238.24,19.51,57.9,576.89,583.93
2010,PAPEP00,Philadelphia,PA,1526006,18535,306,945,8921,8363,12,1214.61,20.05,61.93,584.6,548.03
2011,PAPEP00,Philadelphia,PA,1530873,18268,324,833,8865,8246,12,1193.31,21.16,54.41,579.08,538.65
2012,PAPEP00,Philadelphia,PA,1538957,17853,331,880,8658,7984,12,1160.07,21.51,57.18,562.59,518.79
2013,PAPEP00,Philadelphia,PA,1553153,17074,247,1279,7986,7562,12,1099.31,15.9,82.35,514.18,486.88
2014,PAPEP00,Philadelphia,PA,1559062,15925,248,1207,7500,6970,12,1021.45,15.91,77.42,481.06,447.06
2015,PAPEP00,Philadelphia,PA,1567810,16132,280,1322,7765,6765,,1028.95,17.86,84.32,495.28,431.49
1975,AZ00723,Phoenix,AZ,668046,4649,75,311,2325,1938,12,695.91,11.23,46.55,348.03,290.1
1976,AZ00723,Phoenix,AZ,669005,3856,53,240,2078,1485,12,576.38,7.92,35.87,310.61,221.97
1977,AZ00723,Phoenix,AZ,682200,4295,70,316,2315,1594,12,629.58,10.26,46.32,339.34,233.66
1978,AZ00723,Phoenix,AZ,696763,5401,88,463,2819,2031,12,775.16,12.63,66.45,404.59,291.49
1979,AZ00723,Phoenix,AZ,718216,5803,91,477,2898,2337,12,807.97,12.67,66.41,403.5,325.39
1980,AZ00723,Phoenix,AZ,772884,7020,103,485,3395,3037,12,908.29,13.33,62.75,439.26,392.94
1981,AZ00723,Phoenix,AZ,794983,6319,96,408,3119,2696,12,794.86,12.08,51.32,392.34,339.13
1982,AZ00723,Phoenix,AZ,814054,5431,95,431,2503,2402,12,667.15,11.67,52.94,307.47,295.07
1983,AZ00723,Phoenix,AZ,843415,5270,83,499,2717,1971,12,624.84,9.84,59.16,322.14,233.69
1984,AZ00723,Phoenix,AZ,870279,6372,101,525,3640,2106,12,732.18,11.61,60.33,418.26,241.99
1985,AZ00723,Phoenix,AZ,890746,7521,89,635,4372,2425,12,844.35,9.99,71.29,490.82,272.24
1986,AZ00723,Phoenix,AZ,927055,9238,122,567,5577,2972,12,996.49,13.16,61.16,601.58,320.59
1987,AZ00723,Phoenix,AZ,933177,8181,111,503,5280,2287,12,876.68,11.89,53.9,565.81,245.08
1988,AZ00723,Phoenix,AZ,951717,8477,106,445,5408,2518,12,890.71,11.14,46.76,568.24,264.57
1989,AZ00723,Phoenix,AZ,941948,8481,126,399,5341,2615,12,900.37,13.38,42.36,567.02,277.62
1990,AZ00723,Phoenix,AZ,983403,10665,128,512,6642,3383,12,1084.5,13.02,52.06,675.41,344.01
1991,AZ00723,Phoenix,AZ,995895,11010,128,480,6954,3448,12,1105.54,12.85,48.2,698.27,346.22
1992,AZ00723,Phoenix,AZ,999900,10907,136,476,7155,3140,12,1090.81,13.6,47.6,715.57,314.03
1993,AZ00723,Phoenix,AZ,1039369,11911,158,444,7872,3437,12,1145.98,15.2,42.72,757.38,330.68
1994,AZ00723,Phoenix,AZ,1076108,11627,231,438,7507,3451,12,1080.47,21.47,40.7,697.61,320.69
1995,AZ00723,Phoenix,AZ,1085706,11590,214,411,7272,3693,12,1067.51,19.71,37.86,669.79,340.15
1996,AZ00723,Phoenix,AZ,1139793,10529,186,460,6126,3757,12,923.76,16.32,40.36,537.47,329.62
1997,AZ00723,Phoenix,AZ,1172538,10376,175,428,6048,3725,12,884.92,14.92,36.5,515.8,317.69
1998,AZ00723,Phoenix,AZ,1225692,10201,185,346,5906,3764,12,832.26,15.09,28.23,481.85,307.09
1999,AZ00723,Phoenix,AZ,1225881,10199,214,400,5766,3819,12,831.97,17.46,32.63,470.36,311.53
2000,AZ00723,Phoenix,AZ,1321045,9754,152,422,5417,3763,12,738.35,11.51,31.94,410.05,284.85
2001,AZ00723,Phoenix,AZ,1366542,10532,209,400,5294,4629,12,770.7,15.29,29.27,387.4,338.74
2002,AZ00723,Phoenix,AZ,1404938,10223,177,410,5561,4075,12,727.65,12.6,29.18,395.82,290.05
2003,AZ00723,Phoenix,AZ,1403228,9722,241,526,5279,3676,12,692.83,17.17,37.48,376.2,261.97
2004,AZ00723,Phoenix,AZ,1428973,9465,202,490,5050,3723,12,662.36,14.14,34.29,353.4,260.54
2005,AZ00723,Phoenix,AZ,1466296,10691,220,533,5701,4237,12,729.12,15,36.35,388.8,288.96
2006,AZ00723,Phoenix,AZ,1517443,11195,235,550,6047,4363,12,737.75,15.49,36.25,398.5,287.52
2007,AZ00723,Phoenix,AZ,1541698,11158,212,509,5495,4942,12,723.75,13.75,33.02,356.43,320.56
2008,AZ00723,Phoenix,AZ,1585838,10465,167,481,4992,4825,12,659.9,10.53,30.33,314.79,304.26
2009,AZ00723,Phoenix,AZ,1597397,8730,122,522,4329,3757,12,546.51,7.64,32.68,271,235.2
2010,AZ00723,Phoenix,AZ,1445632,8001,116,522,4113,3250,12,553.46,8.02,36.11,284.51,224.82
2011,AZ00723,Phoenix,AZ,1466097,8089,116,559,4090,3324,12,551.74,7.91,38.13,278.97,226.72
2012,AZ00723,Phoenix,AZ,1485509,9458,123,556,5263,3516,12,636.68,8.28,37.43,354.29,236.69
2013,AZ00723,Phoenix,AZ,1502139,9492,118,635,5506,3233,12,631.9,7.86,42.27,366.54,215.23
2014,AZ00723,Phoenix,AZ,1529852,8749,114,1006,4677,2952,12,571.89,7.45,65.76,305.72,192.96
2015,AZ00723,Phoenix,AZ,1559744,9261,112,1016,5113,3020,,593.75,7.18,65.14,327.81,193.62
1975,UT01803,Salt Lake City,UT,180000,1070,11,99,378,582,12,594.44,6.11,55,210,323.33
1976,UT01803,Salt Lake City,UT,175400,959,11,102,364,482,12,546.75,6.27,58.15,207.53,274.8
1977,UT01803,Salt Lake City,UT,180122,1064,12,112,461,479,12,590.71,6.66,62.18,255.94,265.93
1978,UT01803,Salt Lake City,UT,185000,1062,21,131,459,451,12,574.05,11.35,70.81,248.11,243.78
1979,UT01803,Salt Lake City,UT,180189,1119,18,155,451,495,12,621.01,9.99,86.02,250.29,274.71
1980,UT01803,Salt Lake City,UT,162985,1132,16,140,448,528,12,694.54,9.82,85.9,274.87,323.96
1981,UT01803,Salt Lake City,UT,169383,1268,14,137,530,587,12,748.6,8.27,80.88,312.9,346.55
1982,UT01803,Salt Lake City,UT,173630,1279,11,124,488,656,12,736.62,6.34,71.42,281.06,377.81
1983,UT01803,Salt Lake City,UT,180892,1163,14,128,498,523,12,642.93,7.74,70.76,275.3,289.12
1984,UT01803,Salt Lake City,UT,173136,1088,8,98,492,490,12,628.41,4.62,56.6,284.17,283.01
1985,UT01803,Salt Lake City,UT,164216,1083,14,99,524,446,12,659.5,8.53,60.29,319.09,271.59
1986,UT01803,Salt Lake City,UT,166182,1246,20,107,613,506,12,749.78,12.03,64.39,368.87,304.49
1987,UT01803,Salt Lake City,UT,159839,1090,13,94,501,482,12,681.94,8.13,58.81,313.44,301.55
1988,UT01803,Salt Lake City,UT,162005,1036,15,90,444,487,12,639.49,9.26,55.55,274.07,300.61
1989,UT01803,Salt Lake City,UT,154304,1197,18,136,559,484,12,775.74,11.67,88.14,362.27,313.67
1990,UT01803,Salt Lake City,UT,159936,1355,25,167,624,539,12,847.21,15.63,104.42,390.16,337.01
1991,UT01803,Salt Lake City,UT,164313,1319,14,182,649,474,12,802.74,8.52,110.76,394.98,288.47
1992,UT01803,Salt Lake City,UT,168304,1317,14,187,646,470,12,782.51,8.32,111.11,383.83,279.26
1993,UT01803,Salt Lake City,UT,170380,1402,19,204,681,498,12,822.87,11.15,119.73,399.69,292.29
1994,UT01803,Salt Lake City,UT,174827,1320,20,158,640,502,12,755.03,11.44,90.38,366.08,287.14
1995,UT01803,Salt Lake City,UT,175765,1375,27,148,636,564,12,782.29,15.36,84.2,361.85,320.88
1996,UT01803,Salt Lake City,UT,180180,1501,20,152,738,591,12,833.06,11.1,84.36,409.59,328.01
1997,UT01803,Salt Lake City,UT,185553,1467,21,141,685,620,12,790.61,11.32,75.99,369.17,334.14
1998,UT01803,Salt Lake City,UT,178579,1465,16,146,705,598,12,820.37,8.96,81.76,394.78,334.87
1999,UT01803,Salt Lake City,UT,177010,1258,16,147,610,485,12,710.69,9.04,83.05,344.61,274
2000,UT01803,Salt Lake City,UT,181743,1301,10,137,578,576,12,715.85,5.5,75.38,318.03,316.93
2001,UT01803,Salt Lake City,UT,184723,1166,18,121,546,481,12,631.22,9.74,65.5,295.58,260.39
2002,UT01803,Salt Lake City,UT,188504,1238,11,110,639,478,12,656.75,5.84,58.35,338.98,253.58
2003,UT01803,Salt Lake City,UT,184022,1296,15,80,697,504,12,704.26,8.15,43.47,378.76,273.88
2004,UT01803,Salt Lake City,UT,182768,1329,14,93,758,464,12,727.15,7.66,50.88,414.73,253.87
2005,UT01803,Salt Lake City,UT,184627,1301,9,76,797,419,12,704.66,4.87,41.16,431.68,226.94
2006,UT01803,Salt Lake City,UT,183901,1504,8,95,893,508,12,817.83,4.35,51.66,485.59,276.24
2007,UT01803,Salt Lake City,UT,178449,1504,17,115,868,504,12,842.82,9.53,64.44,486.41,282.43
2008,UT01803,Salt Lake City,UT,180514,1424,12,76,850,486,12,788.86,6.65,42.1,470.88,269.23
2009,UT01803,Salt Lake City,UT,180724,1284,3,103,767,411,12,710.48,1.66,56.99,424.4,227.42
2010,UT01803,Salt Lake City,UT,186440,1294,8,147,780,359,12,694.06,4.29,78.85,418.37,192.56
2011,UT01803,Salt Lake City,UT,190038,1230,7,128,753,342,12,647.24,3.68,67.35,396.24,179.96
2012,UT01803,Salt Lake City,UT,192465,1302,8,123,854,317,12,676.49,4.16,63.91,443.72,164.71
2013,UT01803,Salt Lake City,UT,190246,1487,7,213,846,421,12,781.62,3.68,111.96,444.69,221.29
2014,UT01803,Salt Lake City,UT,192368,1452,7,223,773,449,12,754.8,3.64,115.92,401.83,233.41
2015,UT01803,Salt Lake City,UT,191992,1642,8,291,874,469,,855.24,4.17,151.57,455.23,244.28
1975,WASPD00,Seattle,WA,503500,3971,52,324,1492,2103,12,788.68,10.33,64.35,296.33,417.68
1976,WASPD00,Seattle,WA,503500,4128,42,322,1601,2163,12,819.86,8.34,63.95,317.97,429.59
1977,WASPD00,Seattle,WA,500000,4156,35,370,1987,1764,12,831.2,7,74,397.4,352.8
1978,WASPD00,Seattle,WA,489961,4900,54,360,2229,2257,12,1000.08,11.02,73.48,454.93,460.65
1979,WASPD00,Seattle,WA,521590,4857,37,421,2328,2071,12,931.19,7.09,80.71,446.33,397.06
1980,WASPD00,Seattle,WA,491897,5201,63,512,2373,2253,12,1057.34,12.81,104.09,482.42,458.02
1981,WASPD00,Seattle,WA,503697,5414,59,485,2526,2344,12,1074.85,11.71,96.29,501.49,465.36
1982,WASPD00,Seattle,WA,507643,5120,31,435,2383,2271,12,1008.58,6.11,85.69,469.42,447.36
1983,WASPD00,Seattle,WA,514319,4818,61,434,2291,2032,12,936.77,11.86,84.38,445.44,395.09
1984,WASPD00,Seattle,WA,497598,5553,50,448,2669,2386,12,1115.96,10.05,90.03,536.38,479.5
1985,WASPD00,Seattle,WA,495190,6523,61,441,3178,2843,12,1317.27,12.32,89.06,641.77,574.12
1986,WASPD00,Seattle,WA,501279,6790,50,443,3505,2792,12,1354.54,9.97,88.37,699.21,556.98
1987,WASPD00,Seattle,WA,494426,7096,54,465,3618,2959,12,1435.2,10.92,94.05,731.76,598.47
1988,WASPD00,Seattle,WA,505380,6879,56,439,3675,2709,12,1361.15,11.08,86.87,727.18,536.03
1989,WASPD00,Seattle,WA,514398,6878,38,478,3914,2448,12,1337.1,7.39,92.92,760.89,475.9
1990,WASPD00,Seattle,WA,516259,7780,53,481,4551,2695,12,1507,10.27,93.17,881.53,522.02
1991,WASPD00,Seattle,WA,532418,7221,43,398,4019,2761,12,1356.27,8.08,74.75,754.86,518.58
1992,WASPD00,Seattle,WA,544940,7327,60,353,4337,2577,12,1344.55,11.01,64.78,795.87,472.9
1993,WASPD00,Seattle,WA,531274,7437,67,356,4344,2670,12,1399.84,12.61,67.01,817.66,502.57
1994,WASPD00,Seattle,WA,540268,6538,69,318,3615,2536,12,1210.14,12.77,58.86,669.11,469.4
1995,WASPD00,Seattle,WA,529526,4904,41,260,2390,2213,12,926.11,7.74,49.1,451.35,417.92
1996,WASPD00,Seattle,WA,539591,4543,37,261,2282,1963,12,841.93,6.86,48.37,422.91,363.79
1997,WASPD00,Seattle,WA,547209,5002,49,218,2654,2081,12,914.09,8.95,39.84,485.01,380.29
1998,WASPD00,Seattle,WA,538105,4475,49,242,2456,1728,12,831.62,9.11,44.97,456.42,321.13
1999,WASPD00,Seattle,WA,542954,4166,45,188,2291,1642,12,767.28,8.29,34.63,421.95,302.42
2000,WASPD00,Seattle,WA,563374,4333,36,181,2463,1653,12,769.12,6.39,32.13,437.19,293.41
2001,WASPD00,Seattle,WA,572345,4150,25,164,2367,1594,12,725.09,4.37,28.65,413.56,278.5
2002,WASPD00,Seattle,WA,580089,4092,26,152,2338,1576,12,705.41,4.48,26.2,403.04,271.68
2003,WASPD00,Seattle,WA,576296,3944,32,174,2229,1509,12,684.37,5.55,30.19,386.78,261.84
2004,WASPD00,Seattle,WA,575816,3798,24,145,2041,1588,12,659.59,4.17,25.18,354.45,275.78
2005,WASPD00,Seattle,WA,579215,4109,25,138,2339,1607,12,709.41,4.32,23.83,403.82,277.44
2006,WASPD00,Seattle,WA,583772,4152,30,129,2326,1667,12,711.24,5.14,22.1,398.44,285.56
2007,WASPD00,Seattle,WA,585118,3667,24,90,2031,1522,12,626.71,4.1,15.38,347.11,260.12
2008,WASPD00,Seattle,WA,598077,3447,29,126,1680,1612,12,576.35,4.85,21.07,280.9,269.53
2009,WASPD00,Seattle,WA,602531,3861,22,102,1945,1792,12,640.8,3.65,16.93,322.8,297.41
2010,WASPD00,Seattle,WA,608660,3515,19,96,1971,1429,12,577.5,3.12,15.77,323.83,234.78
2011,WASPD00,Seattle,WA,618209,3664,20,100,2126,1418,12,592.68,3.24,16.18,343.9,229.37
2012,WASPD00,Seattle,WA,626865,3782,25,123,2198,1436,12,603.32,3.99,19.62,350.63,229.08
2013,WASPD00,Seattle,WA,642814,3760,18,154,1986,1602,12,584.93,2.8,23.96,308.95,249.22
2014,WASPD00,Seattle,WA,663410,4005,26,154,2258,1567,12,603.7,3.92,23.21,340.36,236.2
2015,WASPD00,Seattle,WA,683700,4093,23,144,2394,1532,,598.65,3.36,21.06,350.15,224.07
1975,DCMPD00,Washington,DC,716000,12704,235,520,2812,9137,12,1774.3,32.82,72.63,392.74,1276.12
1976,DCMPD00,Washington,DC,702000,10399,188,508,2659,7044,12,1481.34,26.78,72.36,378.77,1003.42
1977,DCMPD00,Washington,DC,690000,9843,192,402,2594,6655,12,1426.52,27.83,58.26,375.94,964.49
1978,DCMPD00,Washington,DC,674000,9515,189,447,2546,6333,12,1411.72,28.04,66.32,377.74,939.61
1979,DCMPD00,Washington,DC,656000,10553,180,489,2964,6920,12,1608.69,27.44,74.54,451.83,1054.88
1980,DCMPD00,Washington,DC,635233,12772,200,439,3236,8897,12,2010.6,31.48,69.11,509.42,1400.59
1981,DCMPD00,Washington,DC,636000,14468,223,414,3432,10399,12,2274.84,35.06,65.09,539.62,1635.06
1982,DCMPD00,Washington,DC,631000,13397,194,421,3645,9137,12,2123.14,30.74,66.72,577.65,1448.02
1983,DCMPD00,Washington,DC,623000,11933,183,406,3646,7698,12,1915.41,29.37,65.17,585.23,1235.63
1984,DCMPD00,Washington,DC,623000,10725,175,366,4097,6087,12,1721.51,28.09,58.75,657.62,977.05
1985,DCMPD00,Washington,DC,626000,10171,147,337,4457,5230,12,1624.76,23.48,53.83,711.98,835.46
1986,DCMPD00,Washington,DC,626000,9422,194,328,4181,4719,12,1505.11,30.99,52.4,667.89,753.83
1987,DCMPD00,Washington,DC,622000,10016,225,245,5084,4462,12,1610.29,36.17,39.39,817.36,717.36
1988,DCMPD00,Washington,DC,620000,11913,369,165,5690,5689,12,1921.45,59.52,26.61,917.74,917.58
1989,DCMPD00,Washington,DC,604000,12936,434,186,5775,6541,12,2141.72,71.85,30.79,956.13,1082.95
1990,DCMPD00,Washington,DC,606900,14919,472,303,6779,7365,12,2458.23,77.77,49.93,1116.99,1213.54
1991,DCMPD00,Washington,DC,598000,14665,482,214,6704,7265,12,2452.34,80.6,35.79,1121.07,1214.88
1992,DCMPD00,Washington,DC,589000,16680,443,215,8566,7456,12,2831.92,75.21,36.5,1454.33,1265.87
1993,DCMPD00,Washington,DC,578000,16888,454,324,9003,7107,12,2921.8,78.55,56.06,1557.61,1229.58
1994,DCMPD00,Washington,DC,570000,15177,399,249,8218,6311,12,2662.63,70,43.68,1441.75,1107.19
1995,DCMPD00,Washington,DC,554000,14745,361,292,7228,6864,12,2661.55,65.16,52.71,1304.69,1238.99
1996,DCMPD00,Washington,DC,543000,13411,397,260,6310,6444,12,2469.8,73.11,47.88,1162.06,1186.74
1997,DCMPD00,Washington,DC,529000,10706,301,218,5688,4499,12,2023.82,56.9,41.21,1075.24,850.47
1998,DCMPD00,Washington,DC,523000,8988,260,190,4932,3606,12,1718.55,49.71,36.33,943.02,689.48
1999,DCMPD00,Washington,DC,519000,8448,241,248,4615,3344,12,1627.75,46.44,47.78,889.21,644.32
2000,DCMPD00,Washington,DC,572059,8622,239,251,4579,3553,12,1507.19,41.78,43.88,800.44,621.09
2001,DCMPD00,Washington,DC,571822,9192,231,181,5003,3777,12,1607.49,40.4,31.65,874.92,660.52
2002,DCMPD00,Washington,DC,570898,9109,262,262,4854,3731,12,1595.56,45.89,45.89,850.24,653.53
2003,DCMPD00,Washington,DC,563384,8839,248,273,4482,3836,12,1568.91,44.02,48.46,795.55,680.89
2004,DCMPD00,Washington,DC,553523,7336,198,218,3863,3057,12,1325.33,35.77,39.38,697.89,552.28
2005,DCMPD00,Washington,DC,550521,7716,195,165,3854,3502,12,1401.58,35.42,29.97,700.06,636.12
2006,DCMPD00,Washington,DC,581530,8408,169,182,4453,3604,12,1445.84,29.06,31.3,765.74,619.74
2007,DCMPD00,Washington,DC,588292,7924,181,192,3566,3985,12,1346.95,30.77,32.64,606.16,677.38
2008,DCMPD00,Washington,DC,591833,8135,186,186,3609,4154,12,1374.54,31.43,31.43,609.8,701.89
2009,DCMPD00,Washington,DC,599657,7587,144,150,3295,3998,12,1265.22,24.01,25.01,549.48,666.71
2010,DCMPD00,Washington,DC,601723,7468,132,184,3238,3914,12,1241.1,21.94,30.58,538.12,650.47
2011,DCMPD00,Washington,DC,617996,6985,108,172,2949,3756,12,1130.27,17.48,27.83,477.19,607.77
2012,DCMPD00,Washington,DC,632323,7448,88,236,3399,3725,12,1177.88,13.92,37.32,537.54,589.1
2013,DCMPD00,Washington,DC,646449,7880,103,393,3724,3660,12,1218.97,15.93,60.79,576.07,566.17
2014,DCMPD00,Washington,DC,658893,7810,105,470,4004,3231,12,1185.32,15.94,71.33,607.69,490.37
2015,DCMPD00,Washington,DC,672228,8084,162,494,4024,3404,,1202.57,24.1,73.49,598.61,506.38
1975,KS08703,Wichita,KS,259240,1137,36,53,408,640,12,438.59,13.89,20.44,157.38,246.88
1976,KS08703,Wichita,KS,256455,1114,19,111,470,514,12,434.38,7.41,43.28,183.27,200.43
1977,KS08703,Wichita,KS,261732,1397,34,121,527,715,12,533.75,12.99,46.23,201.35,273.18
1978,KS08703,Wichita,KS,260642,1231,25,133,531,542,12,472.3,9.59,51.03,203.73,207.95
1979,KS08703,Wichita,KS,273559,1456,32,147,609,668,12,532.24,11.7,53.74,222.62,244.19
1980,KS08703,Wichita,KS,279352,1823,32,202,763,826,12,652.58,11.46,72.31,273.13,295.68
1981,KS08703,Wichita,KS,282465,1729,43,202,668,816,12,612.11,15.22,71.51,236.49,288.89
1982,KS08703,Wichita,KS,285665,1695,31,197,790,677,12,593.35,10.85,68.96,276.55,236.99
1983,KS08703,Wichita,KS,287807,1385,26,161,664,534,12,481.23,9.03,55.94,230.71,185.54
1984,KS08703,Wichita,KS,291555,1328,12,207,658,451,12,455.49,4.12,71,225.69,154.69
1985,KS08703,Wichita,KS,284915,1672,26,249,698,699,12,586.84,9.13,87.39,244.99,245.34
